impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K13-066766,A407026,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Kiki,Cat,15 YEARS 6 MONTHS,Spayed Female,Domestic Shorthair,Black,05/11/2013 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A407026,Image Copyright HLP Inc. 2018,"Received on: 2013-05-11<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 15 YEARS 6 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Hi, my name if Kiki.  I am a 10 year old lady who came to the shelter because my previous owner had to move and could not take me along.  If you love black kitties and you are looking for a calm influence, I could be the one for you.<p></p><p></p>I am slightly reserved but appreciate the attention you give me and like to have you pet my head.  I would do best in a home with no small children as I can be just a little bit shy.  I will make a good companion for the right person, so please come and see me soon.<p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>",
K18-110078,A562481,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Female,Domestic Shorthair,Black,07/08/2018 12:00:00 AM,Received on,11300 5TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562481,Image Copyright HLP Inc. 2018,"Received on: 2018-07-08<p></p> Found Near: 11300 5TH AVE SW, SEATTLE WA 98146<p></p> Description: Black Female Domestic Shorthair Cat<p></p> Age: 5 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",
K18-110260,A563140,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A563140,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Neutered Male,Domestic Shorthair,Black,07/13/2018 12:00:00 AM,Received on,4500 S 354TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563140,Image Copyright HLP Inc. 2018,"Received on: 2018-07-13<p></p> Found Near: 4500 S 354TH ST, AUBURN WA 98001<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109188,A560010,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A560010,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fiona,Dog,3 YEARS,Spayed Female,Lhasa Apso / Mix,Tan,06/11/2018 12:00:00 AM,Received on,900 QUARTZ DR SW,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560010,Image Copyright HLP Inc. 2018,"Received on: 2018-06-11<p></p> Found Near: 900 QUARTZ DR SW, NORTH BEND WA 98045<p></p> Description: Tan Spayed Female Lhasa Apso / Mix Dog<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109998,A562291,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A562291,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roxy,Dog,4 YEARS,Spayed Female,Chihuahua - Smooth Coated,Tan / White,07/05/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562291,Image Copyright HLP Inc. 2018,"Received on: 2018-07-05<p></p> Description: Tan / White<p></p>  Spayed Female Chihuahua - Smooth Coated Dog<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Roxy and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 07/05/18 with my friend Foxy.<p></p><p></p>I am very shy so I will need time to warm up to a new person. <p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p><p></p>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>I would do best in a home with older children.<p></p><p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p> Adoption Fee: $200.0<p></p>",BLUE
K18-110225,A559874,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A559874,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Dora,Cat,10 WEEKS,Spayed Female,Domestic Shorthair,Black / White,07/12/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A559874,Image Copyright HLP Inc. 2018,"Received on: 2018-07-12<p></p> Description: Black / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 10 WEEKS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Dora (short for aDORAble!) and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 6/9/18.  I've been in foster care waiting until I was big enough to be ready for adoption into my new home!<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p> Adoption Fee: $100.00<p></p>",
K18-109917,A562026,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562026,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Spayed Female,Domestic Shorthair,Gray,07/02/2018 12:00:00 AM,Received on,23800 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562026,Image Copyright HLP Inc. 2018,"Received on: 2018-07-02<p></p> Found Near: 23800 PACIFIC HWY S, KENT WA 98032<p></p> Description: Gray Spayed Female Domestic Shorthair Cat<p></p> Age: 11 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110238,A563121,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A563121,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Spayed Female,Domestic Shorthair,Black,07/13/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563121,Image Copyright HLP Inc. 2018,"Received on: 2018-07-13<p></p> Description: Black<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 8 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $100<p></p>",
K18-106871,A552703,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Mia,Dog,13 YEARS 4 MONTHS,Spayed Female,Pit Bull,Chocolate,02/27/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552703,Image Copyright HLP Inc. 2018,"Received on: 2018-02-27<p></p> Description: Chocolate Spayed Female Pit Bull Dog<p></p> Age: 13 YEARS 4 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Mia and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on February 27, 2018, but have been staying with my foster mom since then. <p></p><p></p><p></p>In my foster home I lived with a small dog and young children. My foster mom said I did well with small children, and while I did get along with the small dog in the home I had a tendency to want to chase birds, squirrels and cats.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with some small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>",BLUE
K18-109966,A562171,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Female,Domestic Mediumhair,Gray,07/03/2018 12:00:00 AM,Received on,23800 30TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562171,Image Copyright HLP Inc. 2018,"Received on: 2018-07-03<p></p> Found Near: 23800 30TH AVE S, KENT WA 98032<p></p> Description: Gray Female Domestic Mediumhair Cat<p></p> Age: 5 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>",
K18-109754,A561619,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A561619,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jayna,Cat,7 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,06/27/2018 12:00:00 AM,Received on,11800 77TH AVE S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561619,Image Copyright HLP Inc. 2018,"Received on: 2018-06-27<p></p> Found Near: 11800 77TH AVE S, SEATTLE WA 98178<p></p> Description: Brn Tabby / White Female Domestic Shorthair Cat<p></p> Age: 7 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-109919,A560670,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A560670,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Laffy Taffy,Rabbit Sh,NO AGE,Spayed Female,Rabbit Sh,Black,07/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560670,Image Copyright HLP Inc. 2018,"Received on: 2018-07-02<p></p> Description: Black<p></p>  Spayed Female Rabbit Sh Rabbit Sh<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $30.00<p></p>",BLUE
K18-110065,A562464,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562464,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Umbra,Cat,9 WEEKS,Female,Siamese,Lilac Pt,07/07/2018 12:00:00 AM,Received on,22600 100TH AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562464,Image Copyright HLP Inc. 2018,"Received on: 2018-07-07<p></p> Found Near: 22600 100TH AVE SE, KENT WA 98031<p></p> Description: Lilac Pt Female Siamese Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",GREEN
K18-109888,A561892,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A561892,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Milk Shake,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Gray / White,07/01/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561892,Image Copyright HLP Inc. 2018,"Received on: 2018-07-01<p></p> Description: Gray / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p><p></p>Hi, my name is Milk Shake.<p></p><p></p>I was brought in by my previous owner because they became homeless.  My previous owner describes me as friendly and playful.  I lived with a German Shepherd Dog and Children.<p></p>  <p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow!  I love attention and I'm very vocal about asking for it.  I am outgoing and carefree, and I just can't wait to find my forever home! <p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",
K18-110230,A561071,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A561071,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Misha,Cat,1 YEAR,Spayed Female,Domestic Mediumhair,Black / White,07/12/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561071,Image Copyright HLP Inc. 2018,"Received on: 2018-07-12<p></p> Description: Black / White<p></p>  Spayed Female Domestic Mediumhair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Misha and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on June 23, 2018.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home! I'm a super sweet cat with lots of love and affection to give to my humans! I love to play but I equally enjoy snuggling on the couch!<p></p><p></p>This cat has tested positive for Feline Leukemia Virus (FeLV). Cats with FeLV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p><p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_felv.cfm<p></p> Adoption Fee: $30.00<p></p>",GREEN
K18-109387,A560494,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A560494,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marla,Cat,9 YEARS,Spayed Female,Domestic Mediumhair,Tortie / Brn Tabby,06/16/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A560494,Image Copyright HLP Inc. 2018,"Received on: 2018-06-16<p></p> Description: Tortie / Brn Tabby<p></p>  Spayed Female Domestic Mediumhair Cat<p></p> Age: 9 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Marla and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on June 16, 2018.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I'm a very sweet and snuggly cat. I came into the shelter very matted and need a full body shave down to start fresh, so my hair is not currently my best look. But, my hair will grow back beautifully if I can find someone who can help take care of me! I'm super sweet and I love to be brushed!<p></p> Adoption Fee: $30.00<p></p>",
K18-106414,A551287,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Stevia,Cat,7 YEARS 5 MONTHS,Spayed Female,Domestic Shorthair,Calico,02/04/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENMORE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551287,Image Copyright HLP Inc. 2018,"Received on: 2018-02-04<p></p> Description: Calico Spayed Female Domestic Shorthair Cat<p></p> Age: 7 YEARS 5 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Stevia and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on February 4, 2018. My owners would describe me as shy and timid. <p></p><p></p>I'm very shy at first, but if you take the time to get to know my, I can be quite the sweet lady. I absolutely love cat trees and claiming them as my fortress! Please take me home and spoil me with all the treats a kitty could enjoy! <p></p><p></p>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet adult only home .<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p>Adoption Fee: $30.00<p></p>",RED
